"Game","# Owned","# Unique","# Cards","Badge Lvl","Set Price","Price Diff","Card Avg","Booster Avg","Booster %","Emote Avg","BG Avg","Avg Qty","Discount","Added","AppId"
"Myths Of Orion","0","0","6","0","0.92","0.92","0.15","N/A","0.0","0.54","5.57","20","0.39","2017-06-26","288670"
"Ticket to Earth","0","0","8","0","2.53","2.53","0.32","N/A","0.0","0.79","3.01","7","1.11","2017-06-26","636390"
"Escape Together","0","0","5","0","0.27","0.27","0.05","0.03","40.0","0.04","0.03","427","0.13","2017-06-26","628860"
"Kuro survival","0","0","5","0","0.56","0.56","0.11","0.22","-100.0","2.40","0.32","65","0.29","2017-06-25","632200"
"Heliborne","0","0","6","0","0.56","0.56","0.09","0.09","0.0","0.13","1.17","89","0.23","2017-06-24","433530"
"The Great Gatsby: Secret Treasure","0","0","5","0","0.64","0.64","0.13","0.08","38.5","0.08","0.03","16","0.34","2017-06-24","376490"
"Sisters in hotel","0","0","6","0","0.30","0.30","0.05","0.02","60.0","0.06","0.03","190","0.13","2017-06-24","625400"
"Unearthing Mars VR","0","0","5","0","2.12","2.12","0.42","N/A","0.0","10.29","37.47","15","1.10","2017-06-24","605310"
"Rising Runner","0","0","5","0","0.27","0.27","0.05","0.03","40.0","0.06","0.03","424","0.13","2017-06-23","467120"
"Chicken Labyrinth Puzzles","0","0","5","0","0.27","0.27","0.05","0.03","40.0","0.03","0.03","382","0.13","2017-06-23","635880"
"AGP::Epica","0","0","6","0","2.93","2.93","0.49","0.39","20.4","0.30","0.10","13","1.28","2017-06-23","398120"
"The Mine","0","0","5","0","17.92","17.92","3.58","N/A","0.0","0.00","0.00","5","9.34","2017-06-23","569520"
"Zup! 5","0","0","6","0","0.70","0.70","0.12","0.10","16.7","0.23","1.00","136","0.31","2017-06-23","645090"
"Void Source","0","0","5","0","0.36","0.36","0.07","0.04","42.9","0.05","0.09","61","0.18","2017-06-23","611770"
"Congo Merc","0","0","6","0","0.34","0.34","0.06","0.08","-33.3","0.51","0.10","51","0.16","2017-06-23","510550"
"Golden Panic","0","0","9","0","2.25","2.25","0.25","1.74","-596.0","3.45","0.00","7","1.09","2017-06-23","614550"
"Draw Rider","0","0","5","0","0.27","0.27","0.05","0.03","40.0","0.03","0.03","189","0.13","2017-06-23","448610"
"Savant - Ascent","0","0","15","0","0.58","0.58","0.04","0.02","50.0","0.03","0.03","228","0.28","2017-06-22","259530"
"Plankton","0","0","5","0","0.29","0.29","0.06","0.03","50.0","0.04","0.03","117","0.16","2017-06-22","542550"
"A-Escape VR","0","0","5","0","1.92","1.92","0.38","N/A","0.0","0.00","0.00","4","0.99","2017-06-22","538330"
"Trajectory","0","0","7","0","8.18","8.18","1.17","0.29","75.2","0.67","0.44","7","4.07","2017-06-22","592620"
"Salt","0","0","9","0","0.37","0.37","0.04","0.05","-25.0","0.12","0.07","178","0.17","2017-06-22","327860"
"Hunter's Legacy","0","0","6","0","0.45","0.45","0.08","0.07","12.5","0.10","0.25","28","0.21","2017-06-22","479110"
"VALKYRIE DRIVE -BHIKKHUNI-","0","0","7","0","1.16","1.16","0.17","0.19","-11.8","0.09","0.54","115","0.59","2017-06-22","550080"
"Coffence","0","0","9","0","6.67","6.67","0.74","N/A","0.0","0.00","392.69","7","3.22","2017-06-22","583240"
"Rocking Pilot","0","0","12","0","0.50","0.50","0.04","0.03","25.0","0.07","0.04","58","0.21","2017-06-22","593680"
"Lode Runner Legacy","0","0","7","0","3.65","3.65","0.52","N/A","0.0","5.03","0.22","13","1.81","2017-06-22","628660"
"Expect The Unexpected","0","0","5","0","0.35","0.35","0.07","0.07","0.0","0.08","0.08","49","0.18","2017-06-22","529130"
"Metagalactic Blitz","0","0","6","0","0.83","0.83","0.14","N/A","0.0","0.41","6.86","14","0.37","2017-06-21","564080"
"Hot Plates","0","0","7","0","0.40","0.40","0.06","0.04","33.3","0.05","0.07","45","0.21","2017-06-21","561420"
"HUNGER","0","0","7","0","2.60","2.60","0.37","N/A","0.0","2.72","2.00","19","1.29","2017-06-21","581740"
"Danganronpa Another Episode: Ultra Despair Girls","0","0","5","0","1.45","1.45","0.29","0.32","-10.3","0.88","0.76","99","0.76","2017-06-21","555950"
"Chess Ultra","0","0","5","0","1.54","1.54","0.31","0.27","12.9","0.66","0.68","21","0.81","2017-06-21","518060"
"The Last Cargo","0","0","6","0","0.68","0.68","0.11","0.21","-90.9","0.00","1.16","13","0.29","2017-06-21","593560"
"Beans: The Coffee Shop Simulator","0","0","10","0","0.40","0.40","0.04","0.02","50.0","0.12","0.10","158","0.17","2017-06-21","549240"
"Material Girl","0","0","5","0","0.71","0.71","0.14","0.14","0.0","0.13","0.08","733","0.37","2017-06-21","644570"
"Venture Forth","0","0","9","0","0.67","0.67","0.07","0.05","28.6","1.39","1.03","14","0.30","2017-06-21","501310"
"Bebop and Tempo","0","0","5","0","0.58","0.58","0.12","0.35","-191.7","0.62","2.76","16","0.31","2017-06-21","628560"
"Castle of no Escape","0","0","5","0","0.51","0.51","0.10","0.06","40.0","0.03","0.03","45","0.26","2017-06-20","635060"
"Debugger 3.16: Hack'n'Run","0","0","12","0","1.02","1.02","0.09","0.23","-155.6","2.35","3.75","16","0.47","2017-06-20","339720"
"140","0","0","8","0","0.47","0.47","0.06","0.03","50.0","0.07","0.03","268","0.21","2017-06-20","242820"
"Passpartout: The Starving Artist","0","0","8","0","0.39","0.39","0.05","0.06","-20.0","0.06","0.06","179","0.17","2017-06-20","582550"
"Blockpocalypse","0","0","12","0","2.68","2.68","0.22","1.92","-772.7","0.00","0.00","8","1.15","2017-06-20","433660"
"Zen vs Zombie","0","0","5","0","0.51","0.51","0.10","0.07","30.0","0.06","0.07","62","0.26","2017-06-20","628490"
"Remnants of a Beautiful Day","0","0","6","0","0.32","0.32","0.05","0.03","40.0","0.05","0.04","109","0.13","2017-06-19","466830"
"Surfasaurus","0","0","10","0","0.38","0.38","0.04","0.02","50.0","0.03","0.06","367","0.17","2017-06-19","584860"
"Leashed Soul","0","0","5","0","0.30","0.30","0.06","0.03","50.0","0.17","0.03","97","0.16","2017-06-19","589850"
"Sin Castle","0","0","7","0","1.47","1.47","0.21","N/A","0.0","59.04","8.64","10","0.73","2017-06-19","577180"
"RunVR","0","0","6","0","0.49","0.49","0.08","0.06","25.0","0.32","0.24","22","0.21","2017-06-19","542570"
"Heavily Armed","0","0","5","0","0.31","0.31","0.06","0.04","33.3","0.06","0.08","154","0.16","2017-06-17","554770"
"21 Days","0","0","5","0","0.37","0.37","0.07","0.08","-14.3","0.25","0.07","43","0.18","2017-06-17","607660"
"Realm Grinder","0","0","6","0","1.54","1.54","0.26","0.26","0.0","2.17","0.16","54","0.68","2017-06-17","610080"
"No70: Eye of Basir","0","0","6","0","0.82","0.82","0.14","0.29","-107.1","1.10","0.95","17","0.37","2017-06-17","370440"
"WindSoul","0","0","6","0","20.46","20.46","3.41","N/A","0.0","0.00","0.00","1","2.97","2017-06-16","631960"
"Plague Road","0","0","6","0","1.10","1.10","0.18","0.14","22.2","1.75","3.83","26","0.47","2017-06-16","622080"
"Symphonic Rain","0","0","10","0","1.54","1.54","0.15","0.34","-126.7","1.38","1.27","29","0.65","2017-06-16","629650"
"Nex Machina","0","0","9","0","0.42","0.42","0.05","0.03","40.0","0.04","0.05","401","0.22","2017-06-16","404540"
"Owari","0","0","5","0","1.78","1.78","0.36","N/A","0.0","3.42","3.94","14","0.94","2017-06-16","547140"
"Child of the Wind","0","0","5","0","1.01","1.01","0.20","N/A","0.0","0.49","0.89","9","0.52","2017-06-16","490040"
"Cargo Cult: Shoot'n'Loot VR","0","0","6","0","0.31","0.31","0.05","0.03","40.0","0.03","0.06","164","0.13","2017-06-16","565380"
"Deadly Metal","0","0","5","0","0.29","0.29","0.06","0.03","50.0","0.04","0.03","304","0.16","2017-06-16","513540"
"Colony Survival","0","0","5","0","0.40","0.40","0.08","0.05","37.5","0.07","0.06","178","0.21","2017-06-16","366090"
"Pathfinder Adventures","0","0","7","0","0.46","0.46","0.07","0.06","14.3","0.35","1.61","98","0.24","2017-06-16","480640"
"THE KING OF FIGHTERS XIV STEAM EDITION","0","0","15","0","1.87","1.87","0.12","0.11","8.3","0.16","0.24","73","0.83","2017-06-15","571260"
"The Guilt and the Shadow","0","0","8","0","9.21","9.21","1.15","0.27","76.5","0.67","2.60","9","4.00","2017-06-15","332630"
"Lux Alliance","0","0","7","0","2.56","2.56","0.37","N/A","0.0","0.55","1.30","9","1.29","2017-06-15","595660"
"Weather Lord: In Search of the Shaman","0","0","6","0","1.11","1.11","0.19","N/A","0.0","0.10","0.10","14","0.50","2017-06-15","637940"
"Icewind Dale: Enhanced Edition","0","0","10","0","0.74","0.74","0.07","0.31","-342.9","0.13","0.29","118","0.30","2017-06-15","321800"
"Baldur's Gate: Enhanced Edition","0","0","10","0","0.64","0.64","0.06","0.07","-16.7","0.10","0.07","316","0.26","2017-06-15","228280"
"Pro Cycling Manager 2017","0","0","6","0","0.47","0.47","0.08","0.09","-12.5","1.12","1.81","50","0.21","2017-06-15","525920"
"Trigger Time","0","0","6","0","2.76","2.76","0.46","N/A","0.0","0.00","0.00","4","1.20","2017-06-15","512920"
"Witch It","0","0","9","0","0.59","0.59","0.07","0.03","57.1","0.07","0.06","154","0.30","2017-06-15","559650"
"I may die!","0","0","8","0","0.37","0.37","0.05","N/A","0.0","0.75","0.53","38","0.17","2017-06-15","560080"
"Baldur's Gate II: Enhanced Edition","0","0","10","0","0.97","0.97","0.10","0.10","0.0","0.09","0.10","122","0.43","2017-06-15","257350"
"Knightfall™: Rivals","0","0","10","0","1.96","1.96","0.20","0.22","-10.0","3.99","28.46","12","0.87","2017-06-15","587460"
"Pilam Sky","0","0","5","0","0.32","0.32","0.06","0.04","33.3","0.03","0.03","84","0.16","2017-06-15","611960"
"MotoGP™17","0","0","8","0","1.40","1.40","0.17","0.83","-388.2","0.58","1.20","40","0.59","2017-06-15","561610"
"Red Death","0","0","5","0","0.26","0.26","0.05","0.04","20.0","0.03","0.03","645","0.13","2017-06-14","591560"
"Neko Navy","0","0","6","0","1.53","1.53","0.25","0.45","-80.0","3.03","0.69","20","0.65","2017-06-14","592270"
"VR Slugger","0","0","6","0","2.73","2.73","0.46","N/A","0.0","0.00","0.00","5","1.20","2017-06-14","616890"
"Crowe: The Drowned Armory","0","0","7","0","2.33","2.33","0.33","N/A","0.0","0.00","0.00","9","1.15","2017-06-14","543410"
"Voidrunner","0","0","10","0","4.31","4.31","0.43","0.48","-11.6","0.53","6.91","12","1.87","2017-06-13","513190"
"The Dark Legions","0","0","5","0","0.36","0.36","0.07","0.10","-42.9","0.38","0.05","38","0.18","2017-06-13","492530"
"Golden Krone Hotel","0","0","5","0","0.77","0.77","0.15","0.48","-220.0","0.62","7.44","15","0.39","2017-06-13","497800"
"Don't Tax Me, Bro!","0","0","5","0","0.29","0.29","0.06","0.05","16.7","0.18","0.05","43","0.16","2017-06-13","639450"
"Jump To Die!!","0","0","6","0","0.58","0.58","0.10","N/A","0.0","0.46","1.19","20","0.26","2017-06-13","581060"
"Cladun Returns: This Is Sengoku!","0","0","6","0","0.83","0.83","0.14","0.32","-128.6","2.85","3.32","14","0.37","2017-06-12","506260"
"Superdimension Neptune VS Sega Hard Girls","0","0","6","0","1.39","1.39","0.23","0.22","4.3","0.11","0.21","55","0.60","2017-06-12","571530"
"DEEP SPACE WAIFU","0","0","10","0","1.16","1.16","0.12","0.09","25.0","0.09","0.05","151","0.52","2017-06-12","639790"
"CPUCores :: Maximize Your FPS","0","0","6","0","0.61","0.61","0.10","0.08","20.0","0.10","0.06","170","0.26","2017-06-12","384300"
"Rocket Wars","0","0","12","0","0.54","0.54","0.04","0.03","25.0","0.32","0.45","53","0.21","2017-06-12","627670"
"Fantasy Kingdom Simulator","0","0","5","0","0.26","0.26","0.05","0.03","40.0","0.03","0.03","153","0.13","2017-06-12","482890"
"Fight or Die 2","0","0","5","0","0.30","0.30","0.06","0.03","50.0","0.13","0.03","765","0.16","2017-06-11","631530"
"Pixel Puzzles Mosaics","0","0","8","0","0.36","0.36","0.04","0.03","25.0","0.15","0.07","54","0.14","2017-06-11","359340"
"Hell Warders","0","0","7","0","1.97","1.97","0.28","0.50","-78.6","1.00","1.44","12","0.97","2017-06-11","628710"
"Lepofrenia","0","0","8","0","0.33","0.33","0.04","0.02","50.0","0.03","0.03","267","0.14","2017-06-11","527460"
"Destruction 48","0","0","5","0","0.27","0.27","0.05","0.03","40.0","0.05","0.04","457","0.13","2017-06-10","619520"
"Crimson Earth","0","0","5","0","0.29","0.29","0.06","0.03","50.0","0.03","0.03","198","0.16","2017-06-10","616360"
"The Fidelio Incident","0","0","6","0","0.39","0.39","0.07","0.12","-71.4","0.44","0.33","73","0.18","2017-06-10","632070"
"The Sun Never Sets","0","0","10","0","0.40","0.40","0.04","0.02","50.0","0.03","0.03","264","0.17","2017-06-09","636370"
"Ironbound","0","0","5","0","1.77","1.77","0.35","0.67","-91.4","1.28","8.93","12","0.91","2017-06-09","643980"
"Hunting Simulator","0","0","6","0","3.31","3.31","0.55","1.00","-81.8","4.43","5.12","21","1.43","2017-06-09","585080"
"Cosmic Pioneer","0","0","10","0","0.38","0.38","0.04","0.02","50.0","0.03","0.03","641","0.17","2017-06-09","629380"
"Weather Lord: Hidden Realm","0","0","6","0","0.75","0.75","0.12","N/A","0.0","56.93","0.00","14","0.31","2017-06-09","637930"
"Pixel Worlds","0","0","9","0","0.98","0.98","0.11","0.31","-181.8","2.07","72.57","16","0.48","2017-06-09","636040"
"I'm Awesome","0","0","12","0","0.55","0.55","0.05","0.05","0.0","0.17","0.10","48","0.26","2017-06-09","615490"
"Lethis - Daring Discoverers","0","0","5","0","0.99","0.99","0.20","0.75","-275.0","3.46","2.97","18","0.52","2017-06-09","580570"
"Redirection","0","0","5","0","0.45","0.45","0.09","0.16","-77.8","0.37","0.08","26","0.23","2017-06-08","305760"
"Wonder Boy: The Dragon's Trap","0","0","6","0","0.59","0.59","0.10","0.13","-30.0","0.19","0.45","97","0.26","2017-06-08","543260"
"Bunker 58","0","0","5","0","0.27","0.27","0.05","0.03","40.0","0.03","0.03","486","0.13","2017-06-08","585860"
"DiRT 4","0","0","12","0","0.96","0.96","0.08","0.07","12.5","0.12","0.23","180","0.42","2017-06-08","421020"
"Amber's Magic Shop","0","0","6","0","1.44","1.44","0.24","N/A","0.0","0.00","0.99","12","0.63","2017-06-08","584940"
"Breaking Fast","0","0","6","0","0.41","0.41","0.07","0.06","14.3","0.43","0.61","33","0.18","2017-06-08","523870"
"Shotgun Legend","0","0","5","0","0.36","0.36","0.07","0.08","-14.3","0.05","0.10","49","0.18","2017-06-08","597230"
"World of One","0","0","8","0","0.67","0.67","0.08","0.07","12.5","0.43","0.18","31","0.28","2017-06-08","598480"
"WILL: A Wonderful World","0","0","12","0","1.46","1.46","0.12","0.10","16.7","0.64","2.07","165","0.63","2017-06-08","588040"
"Lionessy Story","0","0","12","0","0.49","0.49","0.04","0.03","25.0","0.04","0.10","70","0.21","2017-06-08","448690"
"Streets of Chaos","0","0","5","0","0.28","0.28","0.06","0.03","50.0","0.03","0.03","202","0.16","2017-06-08","346320"
"Heart's Medicine - Hospital Heat","0","0","8","0","0.83","0.83","0.10","0.16","-60.0","9.07","1.17","44","0.35","2017-06-08","605990"
"Omnom Necropolis","0","0","5","0","1.88","1.88","0.38","0.62","-63.2","1.42","1.15","11","0.99","2017-06-08","622890"
"No Stick Shooter","0","0","5","0","0.45","0.45","0.09","0.16","-77.8","0.08","0.47","32","0.23","2017-06-08","616880"
"The Vagrant","0","0","5","0","0.50","0.50","0.10","0.14","-40.0","0.15","0.36","158","0.26","2017-06-08","598700"
"Weather Lord","0","0","6","0","1.12","1.12","0.19","N/A","0.0","0.00","0.00","13","0.50","2017-06-08","637920"
"To Ash","0","0","5","0","0.37","0.37","0.07","0.04","42.9","0.07","0.05","60","0.18","2017-06-08","453950"
"U.F.O - Unfortunately Fortunate Organisms","0","0","5","0","1.19","1.19","0.24","6.54","-2,625.0","0.78","0.91","18","0.63","2017-06-08","586320"
"Ghostlight Manor","0","0","6","0","62.19","62.19","10.37","N/A","0.0","1.50","0.18","2","18.03","2017-06-08","559250"
"New Frontier Days ~Founding Pioneers~","0","0","6","0","2.50","2.50","0.42","N/A","0.0","206.23","0.00","8","1.10","2017-06-08","570790"
"THE WALL 墙","0","0","5","0","1.57","1.57","0.31","0.56","-80.6","3.35","0.14","54","0.81","2017-06-08","635070"
"Melon Simulator","0","0","5","0","2.02","2.02","0.40","N/A","0.0","0.07","1.31","9","1.04","2017-06-08","437550"
"Strata inStudio VR","0","0","10","0","2.95","2.95","0.29","0.21","27.6","0.82","5.60","14","1.26","2017-06-07","627530"
"Rescue Quest Gold","0","0","6","0","1.48","1.48","0.25","N/A","0.0","4.26","3.20","23","0.65","2017-06-07","618370"
"Scarlett Mysteries: Cursed Child","0","0","5","0","1.63","1.63","0.33","0.77","-133.3","0.70","0.56","28","0.86","2017-06-07","615350"
"Monolith","0","0","7","0","0.42","0.42","0.06","0.08","-33.3","0.77","0.09","47","0.21","2017-06-07","603960"
"炎黄战纪[Legacy of YanHuang]","0","0","7","0","1.35","1.35","0.19","0.27","-42.1","0.82","0.39","11","0.66","2017-06-07","590910"
"Gray Skies, Dark Waters","0","0","6","0","1.19","1.19","0.20","N/A","0.0","0.00","0.00","11","0.52","2017-06-07","543070"
"Steam and Metal","0","0","5","0","0.38","0.38","0.08","0.06","25.0","0.06","0.13","44","0.21","2017-06-07","335010"
"Metal Waltz","0","0","15","0","1.67","1.67","0.11","0.09","18.2","0.08","1.57","53","0.77","2017-06-07","581130"
"Landless","0","0","15","0","1.81","1.81","0.12","0.15","-25.0","0.51","0.46","17","0.83","2017-06-07","617030"
"Randall","0","0","6","0","3.09","3.09","0.52","N/A","0.0","0.86","0.54","4","1.36","2017-06-06","603840"
"Vanquish","0","0","10","0","0.44","0.44","0.04","0.04","0.0","0.06","0.07","193","0.17","2017-06-06","460810"
"Castle of Shikigami 式神の城","0","0","8","0","1.64","1.64","0.21","0.70","-233.3","2.25","2.77","16","0.73","2017-06-06","582980"
"Conarium","0","0","5","0","0.49","0.49","0.10","0.08","20.0","0.10","0.12","81","0.26","2017-06-06","313780"
"BATTLESLOTHS 2025: The Great Pizza Wars","0","0","8","0","7.69","7.69","0.96","N/A","0.0","20.61","4.95","11","3.34","2017-06-06","459350"
"Neighborhorde","0","0","6","0","0.44","0.44","0.07","0.05","28.6","0.29","0.04","38","0.18","2017-06-06","446760"
"Cold Waters","0","0","12","0","2.04","2.04","0.17","0.21","-23.5","0.83","0.41","68","0.89","2017-06-06","541210"
"Aeon","0","0","5","0","0.54","0.54","0.11","0.77","-600.0","38.58","0.40","34","0.29","2017-06-06","543390"
"Vertical Strike Endless Challenge","0","0","8","0","1.46","1.46","0.18","0.33","-83.3","0.58","0.60","16","0.63","2017-06-06","313390"
"Gorescript","0","0","5","0","0.41","0.41","0.08","0.05","37.5","0.11","0.06","27","0.21","2017-06-06","618690"
"Cart Racer","0","0","5","0","0.52","0.52","0.10","0.05","50.0","0.43","0.09","40","0.26","2017-06-05","587420"
"BrotherZ","0","0","8","0","4.33","4.33","0.54","N/A","0.0","0.00","1.91","10","1.88","2017-06-05","588070"
"Zzzz-Zzzz-Zzzz","0","0","9","0","0.57","0.57","0.06","0.04","33.3","0.04","0.04","90","0.26","2017-06-05","507520"
"Rat Simulator","0","0","5","0","0.59","0.59","0.12","0.27","-125.0","0.45","0.39","42","0.31","2017-06-05","596950"
"GALER: Plague of Heroes","0","0","12","0","8.34","8.34","0.69","N/A","0.0","0.00","0.00","2","1.80","2017-06-05","508330"
"xoEl Empire","0","0","6","0","0.75","0.75","0.12","N/A","0.0","0.85","0.42","13","0.31","2017-06-05","589270"
"Embers of Mirrim","0","0","6","0","1.08","1.08","0.18","N/A","0.0","1.16","1.27","10","0.47","2017-06-05","596080"
"Renzo Racer","0","0","6","0","0.70","0.70","0.12","0.40","-233.3","1.50","1.76","20","0.31","2017-06-05","605100"
"Spellspire","0","0","8","0","0.60","0.60","0.07","0.10","-42.9","0.19","2.56","31","0.24","2017-06-05","626580"
"Tormentor❌Punisher","0","0","6","0","0.38","0.38","0.06","0.03","50.0","0.08","0.13","178","0.16","2017-06-05","500670"
"The Infectious Madness of Doctor Dekker","0","0","7","0","0.50","0.50","0.07","0.16","-128.6","1.48","0.90","62","0.24","2017-06-05","545540"
"UNTITLED","0","0","7","0","2.08","2.08","0.30","N/A","0.0","0.93","0.34","10","1.04","2017-06-04","639770"
"RED CUBE VR","0","0","6","0","0.53","0.53","0.09","0.06","33.3","0.21","0.16","30","0.23","2017-06-04","613790"
"KARAKARA","0","0","6","0","1.09","1.09","0.18","0.22","-22.2","0.08","0.41","129","0.47","2017-06-04","487430"
"RPG World - Action RPG Maker","0","0","5","0","0.58","0.58","0.12","2.85","-2,275.0","1.44","0.05","54","0.31","2017-06-04","492150"
"Across The Moment","0","0","6","0","0.31","0.31","0.05","0.06","-20.0","0.05","0.03","468","0.13","2017-06-03","611780"
"Operation Warcade VR","0","0","5","0","0.62","0.62","0.12","N/A","0.0","0.40","0.60","26","0.31","2017-06-03","639270"
"John Wick Chapter 2","0","0","6","0","2.00","2.00","0.33","0.45","-36.4","1.40","5.63","33","0.86","2017-06-03","590780"
"Sentience: The Android's Tale","0","0","10","0","0.50","0.50","0.05","0.16","-220.0","0.08","0.09","42","0.22","2017-06-03","635850"
"Company of Heroes","0","0","8","0","0.40","0.40","0.05","0.03","40.0","0.05","0.05","1987","0.17","2017-06-02","228200"
"Beastiarium","0","0","5","0","0.27","0.27","0.05","0.03","40.0","0.03","0.03","206","0.13","2017-06-02","545150"
"I Expect You To Die","0","0","7","0","0.43","0.43","0.06","0.09","-50.0","0.20","0.46","86","0.21","2017-06-02","587430"
"UltraGoodness","0","0","6","0","0.32","0.32","0.05","0.03","40.0","0.03","0.03","357","0.13","2017-06-02","610130"
"Splinter Zone","0","0","6","0","1.60","1.60","0.27","N/A","0.0","0.00","0.00","2","0.47","2017-06-02","612160"
"AereA","0","0","10","0","1.44","1.44","0.14","0.23","-64.3","2.72","0.22","13","0.61","2017-06-02","573660"
"Endless Winter","0","0","6","0","1.31","1.31","0.22","N/A","0.0","0.00","0.00","5","0.57","2017-06-02","617690"
"Nano Project","0","0","5","0","0.53","0.53","0.11","0.07","36.4","0.36","0.26","15","0.29","2017-06-02","622320"
"TEKKEN 7","0","0","9","0","0.96","0.96","0.11","0.10","9.1","0.26","0.19","308","0.48","2017-06-02","389730"
"Flight to Eternity","0","0","5","0","0.30","0.30","0.06","0.03","50.0","0.03","0.03","216","0.16","2017-06-02","638680"
"FORM","0","0","5","0","0.59","0.59","0.12","N/A","0.0","27.51","11.85","35","0.31","2017-06-02","408520"
"It's time to get out from the solar system","0","0","5","0","0.29","0.29","0.06","0.03","50.0","0.03","0.05","247","0.16","2017-06-01","399090"
"Unit 4","0","0","5","0","0.51","0.51","0.10","0.33","-230.0","0.94","1.76","13","0.26","2017-06-01","633440"
"NEONomicon","0","0","6","0","0.60","0.60","0.10","0.50","-400.0","0.26","0.16","36","0.26","2017-06-01","614960"
"Drunk-Fu: Wasted Masters","0","0","5","0","1.01","1.01","0.20","0.00","100.0","0.92","9.55","13","0.52","2017-06-01","617680"
"First Strike Final Hour","0","0","8","0","0.78","0.78","0.10","0.10","0.0","0.17","0.90","46","0.35","2017-06-01","587000"
"Hacktag","0","0","9","0","0.49","0.49","0.05","0.06","-20.0","1.13","1.56","44","0.22","2017-06-01","622770"
"Shootout on Cash Island","0","0","6","0","0.98","0.98","0.16","0.33","-106.3","0.21","0.61","19","0.42","2017-06-01","614950"
"Drifting Lands","0","0","8","0","0.55","0.55","0.07","0.07","0.0","3.38","0.17","37","0.24","2017-06-01","322750"
"Company of Heroes - Legacy Edition","0","0","8","0","0.56","0.56","0.07","N/A","0.0","0.08","0.16","145","0.24","2017-06-01","4560"
"Armed with Wings: Rearmed","0","0","5","0","0.37","0.37","0.07","0.06","14.3","0.17","0.07","60","0.18","2017-06-01","340580"
"Crystal City","0","0","5","0","0.62","0.62","0.12","0.10","16.7","0.11","0.07","120","0.31","2017-06-01","473740"
"Drone Fighters","0","0","5","0","0.60","0.60","0.12","0.06","50.0","0.30","0.06","24","0.31","2017-05-31","612600"
"The Elder Scrolls: Legends","0","0","6","0","1.13","1.13","0.19","0.17","10.5","0.11","0.44","96","0.50","2017-05-31","364470"
"The Last Tree","0","0","5","0","0.41","0.41","0.08","0.04","50.0","0.06","0.53","35","0.21","2017-05-31","605210"
"SugarMill","0","0","5","0","1.22","1.22","0.24","0.36","-50.0","1.04","0.30","11","0.63","2017-05-31","538990"
"Last Hours Of Jack","0","0","5","0","0.38","0.38","0.08","0.05","37.5","0.05","0.04","45","0.21","2017-05-31","625120"
"Zombidle: REMONSTERED","0","0","12","0","1.52","1.52","0.13","0.16","-23.1","0.77","1.53","28","0.68","2017-05-31","612020"
"Parvaneh: Legacy of the Light's Guardians","0","0","8","0","0.37","0.37","0.05","0.02","60.0","0.03","0.03","112","0.17","2017-05-31","353990"
"Animal Rivals","0","0","7","0","0.29","0.29","0.04","0.02","50.0","0.04","0.03","545","0.14","2017-05-31","617420"
"Oh...Sir! The Hollywood Roast","0","0","5","0","0.32","0.32","0.06","0.05","16.7","0.04","0.03","99","0.16","2017-05-31","575330"
"OMEGA PATTERN - VISUAL NOVEL","0","0","6","0","1.39","1.39","0.23","N/A","0.0","0.00","0.00","11","0.60","2017-05-31","617020"
"Formula Fusion","0","0","15","0","1.44","1.44","0.10","0.08","20.0","2.70","0.34","26","0.70","2017-05-31","389670"
"SCALPERS: Turtle & the Moonshine Gang","0","0","6","0","0.31","0.31","0.05","0.05","0.0","0.12","0.08","44","0.13","2017-05-31","577280"
"Giant Cop: Justice Above All","0","0","9","0","1.75","1.75","0.19","23.67","-12,357.9","0.96","27.83","12","0.83","2017-05-31","451080"
"SimAirport","0","0","8","0","0.47","0.47","0.06","0.09","-50.0","0.11","0.09","177","0.21","2017-05-31","598330"
"Super Army of Tentacles 3: The Search for Army of Tentacles 2","0","0","15","0","0.61","0.61","0.04","0.02","50.0","0.03","0.03","464","0.28","2017-05-31","592200"
"Cosmic Trip","0","0","7","0","0.52","0.52","0.07","0.53","-657.1","1.47","0.87","53","0.24","2017-05-30","427240"
"Rising Storm 2: Vietnam","0","0","8","0","0.60","0.60","0.08","0.05","37.5","0.07","0.11","271","0.28","2017-05-30","418460"
"DESYNC","0","0","7","0","0.54","0.54","0.08","0.05","37.5","0.93","0.27","39","0.28","2017-05-30","390030"
"Chaos Town","0","0","5","0","0.30","0.30","0.06","0.05","16.7","0.03","0.03","112","0.16","2017-05-30","620130"
"Evil Glitch","0","0","7","0","0.28","0.28","0.04","0.02","50.0","0.07","0.03","429","0.14","2017-05-30","619890"
"Theatre of Doom","0","0","6","0","6.54","6.54","1.09","N/A","0.0","0.00","1.30","5","2.84","2017-05-30","553020"
"MXGP3 - The Official Motocross Videogame","0","0","10","0","0.90","0.90","0.09","0.13","-44.4","2.02","2.32","52","0.39","2017-05-30","561600"
"Evil Tag","0","0","5","0","0.79","0.79","0.16","0.36","-125.0","0.88","0.56","18","0.42","2017-05-29","611350"
"LoveKami -Useless Goddess-","0","0","8","0","1.05","1.05","0.13","0.16","-23.1","0.28","0.40","52","0.45","2017-05-29","626510"
"Undead Hunter","0","0","5","0","0.28","0.28","0.06","0.05","16.7","0.03","0.16","136","0.16","2017-05-29","591080"
"Edge of Hearts","0","0","10","0","0.40","0.40","0.04","0.02","50.0","0.03","0.03","468","0.17","2017-05-29","635000"
